Review,Rating
"disappointed, booking expedia got assigned room average view not elevated floor requested specifically issues housekeeping no attention details hair arrival carpet stains no proper restocking towels soap coffee constantly make requests express annoying.i hotel charmless cold return.other staff friendly,  ",2
"facilities good location structural issues** stayed property fairly regularly months, generally speaking nice hotel great concierge service location solid.however end staying seattle windy night like 14 mph winds gusts 20 mph not expect sleep, mentioned previous posts window seals interior walls components structure creek loudly rooms wind conditions, stayed towers 12th north 18th south type wind conditions general problem building, observed individuals complain directly desk 2 3 4 morning, overall good hotel stay risk getting windy night different opinion important hotel,  ",1
"decent hotel aging major way stayed westin 2004 budget not issue acceptable try, experienced second stay forced turn plan rest head westin, issue structural age towers built 1982 interior age rooms no longer make viable option going rate min 240 usd, nov 11th 12th northwest u.s. canada experienced strongest windstorms 2007. acknowledge writing review bad timing present 21st floor n tower days, way guests-including myself-experienced long restless night creaking wood structure wind whistling poorly sealed windows, reviews hotel note point age towers rooms amenities addressed certain westin invest major structural retrofitting sell property avoid needed upgrading, westin workout room pool small comprised 3 bike machines core workout ball,  ",2
"expensive little oldy, stayed 1 night work related trip, nice view downtown seattle room bit expensive 225 night room definitely need decoration refreshment, price travelling time right 1990 especially bathroom really needs refit.i understand paying kind money really big city like new-york san francisco not seattle march,  ",2
"airport quality westin downtown price stayed westin week 9/15/07, observations rooms extremely dated stained carpets old bathrooms outdated fixtures amenties not nearly worth 200 night price tag, prized heavenly bedis nothing special time, including lower end hotels like courtyard hyatt place better beds, heavenly bath joke, no-name substandard bath products tub/shower combinations abound, old lighting half did n't work poorly placed tvs standard, low ceilings old hotel scents abundant, service hotel staff nice failed deliver efficient quality service, room service 3 times recieving cork screw, check staff good eager please.food attended meeting facility food nasty, eggs runny breakfast food typical rubber chicken type food people speak talk conference food, nothing worthy praise arena including dull meeting room reminiscent hospital waiting rooms.safety high value item stolen group hotel, staff pretty pathetic approach resolving situation, best did hour half provide non emergency number seattle police department.overall disatisfied hotel, blocks area safe upscale, stay grand hyatt sheraton, avoid dated underserviced property unless pay 100 night, stayed westin hotels worst, includes staying dreaded lax westin priceline.com room, pitiful really,  ",1
"great location great service great location, staff accomodating, free upgrade check-in dest staff, asked ok wheelchair accessible room said yes not, did not care bathroom water pressure low 36th floor room, asked change morning switched 34th floor room hassles, stayed 3 nights enjoyed stay, concierge staff extremely helpful provided maps city restaurant suggestions mt, rainier tips, definitely improved trip, downside small indoor pool 5th floor did not use hot tub, exercise rooms 2 looked adequate w/ new appearing equipment, lobby stylish, parking pricey seattle pricey hotel 36/day valet,  ",4
"cold pool nice room cold pool expensive parking damper recent 3 night stay, staff nice.i thought park street continually buy parking passes 2 hr intervals overnight parking mean wake 6, leave car bathing suite elsewhere.otherwise nice rooms great view north tower facing north needle bay.close pike market shopping monorail stop,  ",4
"nice trip nice trip, worried reviewing reviews prior arriving exceeded expectations, good great valet staff easy checkinand fabulous beds clean room great housekeeping staff, not-so-good hidden charges fancy little snacks leave room not lot dining choices reasonable prices, stay,  ",4
"great location great hotel, location makes accessible, blocks pikes market place waterfront block away monorail space needle emp science center.they great little westin bag daughter included rubber duck outlet covers nightlight mini travel aid kit, nice.we did problem maid service contacted management corrected problem quickly,  ",4
"nice hotel not really complaints, staff nice, rooms clean basic, paid 100 night priceline worth right near seattle center monorail downtown, showers great water pressure, complaint pillows, 2 flat pillows not acceptable, 2 good ones 4 pillows, asked 2 pillows brought, minor thing definitely stay, did not eat breakfast not comment,  ",4
"ca n't recommend considering relocating seattle spent nearly week touring area budget.even price 70 night place expected, room hallways dirty smell urine permeated parking lot homeless people sleeping hedges neighboring business.there economical hotels area try instead,  ",1
"boyfriend stayed easter weekend chose hotel location parking, paid 70 usd room, central walkable market neighbourhoods good restaurants space needle, aside location parking not pleasant stay, hallways smelled smoke room clean need renovation, reception sign stating n't rent rooms purpose underage drinking somethign effect, blackout curtains completely ripped mentioned asked replaced pillows covered plastic, woken repeatedly late night partiers barking dog, went continental breakfast muffins fruit coffee joined pretty dodgy people did not look like staying, way beer bottle elevator, travel budget happy pay quieter safer feeling hotel, best western street looked like better, looking relaxing low key place stay city n't,  ",1
"price right stayed travelodge mid-late march 2006. booked online paid upfront cost 455 5 nights including tax, bit disappointed arrival discover hotel n't exactly downtown seattle writeup booking site claimed heart downtown seattle, did n't car having cafes/restaurants close important especially lone female, writeup claimed guests able walk myriad restaurants bars entertainment options whilst technically true implication lots places close not true, did truly wonderful mexican cafe-restaurant 4 blocks away called dos amigos ca n't recommend place highly, pizza delivery place romio hotel information folder room totally great food, hotel not placed like writeup implies, frankly main downtown starts 5 6 blocks away goes 8 10 blocks 5 streets warned, n't car want significant downtown doing lot walking, monorail action having said overall enjoyed stay travelodge, walls ceilings little whilst bothered guests tvs conversation creaky floorboards right bed bit annoying, especially people habit coming 1 morning initially allocated room ground floor, getting room no exaggeration room window looked right parking lot left window open anybody climbed, lone female n't happy rang desk asked higher-up room no problem, clerk wheeled luggage cart moving stuff easier having noticed struggling pieces luggage getting original room skis boots suitcases, sweet, fact guy really stay travelodge, little thoughtful things did greg afternoon-evening shift friday saturday nights glad asked room ground floor general area hotel gets quite noisy anxious undesirables outside room, felt perfectly safe noise simply minor annoyance.the free breakfast tasty juices coffee apples donuts things donut dough muffins preferred addition cereals, lovely not search food thing morning.my room king size bed linens just little bit small firm comfy, good size wardrobe plenty hangers, mini fridge turned noise woken night, heater/air conditioner difficult right temperature, reason warm day hot night, turned night did n't make things better, plenty channels tv installed sort entertainment centre kum dresser large drawers tv provided plenty clothes storage space, nice large table set laptop, easy chair sat impossible tv, oh glass table handy putting pizza boxes, bedside tables just tables i.e, no drawers bit annoying, blackout curtains windows total darkness pulled nice.the bathroom adequate size people, shower good condition door, adjustable shower heads sort massage, water pressure right hairy edge good ok. big annoyance water temperature took forever hot enjoyable shower, got habit turning 5 minutes wanted shower, n't like waste resources sub-par really necessary, did n't wait long water just warm shower shivering away right end shower water finally hot pleasant.i wanted just left having just come disastrous stay new zealand friends canada sleeping floor living room zero privacy dump apartment, hung dnd sign soon arrived brought, housekeeping notices door days saying wanted room serviced remove dnd sign 1pm, figured wanted left, ca n't comment standard housekeeping say no complaints arrival.i couple sits spa pool, not say perfectly adequate pool need bit hydrotherapy left shoulder appreciated, ask extra towels desk way pool, bin poolside supposed drop pool towels meant going room shivering swimsuit did n't appreciated free local calls 20 mins duration unlimited free 1-800 calls, enabled speak husband new zealand internet free, time n't talked 6 weeks nice, allowed significant online research seattle environs allowed make time there.another thing really appreciated free toiletries, arrived no toothpaste lovely not grocery drug store evening arrival, note bathroom saying range toiletries available free, nice touch, offered toothbrush asked toothpaste.to sum hotel definitely budget hotel, n't want luxury experience mind walls/ceilings want really downtown seattle, staff friendly beds comfy showers nice hot price right,  ",3
"not bad location hotel short walk away space needle minute drive downtown seattle, location prompted stay hotel plus daily fee stay n't bad, hotel older clean breakfast pretty good not alot choose employees relatively nice, n't nice group late-teens 3am partying hallway hours shady characters hung rooms, pay definately ca n't beat location,  ",3
"charged stay someplace rooms cold damp not cozy means building old, windows make feel like jail, hallways old run-down cold motel feeling, 10 stay nicer inn/motel/hotel street la quinta better experience did day pleased, travelodge space needle leaves bitter cold feeling n't care coziness want save 10 place n't bad, seattle cold rainy long warm coziness la quinta 8th ave not, want stay experienced, thing liked hotel staff real courteous,  ",2
"single traveler 1. cheap- pay for.2, easy convenient single individual traveling alone.3, internet service, 4. close proximity university washington, village shopping center.5, clean bathroom room,  ",3
"unclean terrible service stayed save money 3 day campus visit university washington, arrived told early check asked check bags went walk uw, agreed just desk taking giving check tag okay person walk office just desk area staff hide away room, words 5 seconds reach steal bags, asked store luggage contained camcorder laptop backroom like normal hotel refused, came time check room horrified, chairs badly stained bedskirt, lay towels chairs feel comfortable sitting, lampshade stained coffee blood, not sure did n't care, night choose freeze butt turn ridiculously loud heater, pipes shower head lot visible rust bathroom just did n't clean, worst motel/hotels stayed, know lower standards budget just intolerable,  ",1
"n't bother dump, door room warped room hallway stunk big time, bedding stained pillows box springs, dirty room, offered not better, supposed non-smoking room n't tell, reservations 2 nights tolerate n't money,  ",1
"happy stay did n't reservations given room 2 queen beds called requested room king bed couch, staff friendly polite request, given room perfect, rooms spotless comfortable, lot pillows comfortable bed white ones feather beige ones foam really nice, order midnight breakfast brought room 8 10, forgot room menu choices called breakfast coming polite clerk named terrell immediately got breakfast delivered just ordered- yummy blueberry waffles scrambled eggs sausage yogurt coffee free room, definately stay again.by way hotel block wanted 60 rooms great view mount ranier place did n't,  ",5
"kind considerate booked hotel reading reviews like best deal compared rates downtown hotels, reviews stated staff helpful friendly, case special way, attend mariners game saturday night running late coming eugene, unable stop hotel game, came game rental window broken owned stolen, called jeff hotel tell late sure hold room, finally arrived 2 police came scene, jeff helped basic necessities lookout police finally arrived 3. rest staff helpful remaining days stay thank jeff support evening, room nice clean, university inn good deal recommend friends, watch park seattle, night returned rental gentlemen lincoln suffered fate,  ",5
"great, sold hotel reviews friendly staff called reservation, pulled little nervous street busy noisy outside building looked like office building, not disappointed, inside quiet did n't know traffic outside room nice, not got home did realize promised king bed pull soft ended queen pull sofa, plenty room accomodate rollaway bed accomodate family, premier room included rate nice breakfast delivered room, satisfied choices service nice, afternoon snacks quickly partook rushed sightsee, did n't utilize free shuttle bus longer, nice free parking lot plus, nice sink hair dryer outside shower area getting ready, location easy convenient typical attractions university, glad stay,  ",4
"university inn good place agree consensus reviewers university inn good place, no complaints cleanliness facilities staff, no great shakes esthetically good quality space, room adjacent roosevelt way main street somewhat noisy night fast traffic not lots tolerable, free laundry machines charge soap useful, place walking distance coffee houses enormous university washington bookstore lots cheap student-oriented restaurants, breakfast ok nothing special n't really expect hotel breakfasts plenty options.they operate free shuttle van did n't wind using, car got free parking couple blocks numerous bus lines downtown seattle seattle center destinations, paid 139 night lot downtown seattle,  ",5
"great deal nice stayed night recently meeting nearby pleased, able traditional room shower adequate purposes, shower roomy bathroom perfectly clean, actually entire room did obsessive little heart good clean crisp, bed comfy sheets crisp pillows just right.the room not air conditioned windows opened lovely sleep fresh air, traffic noise fell asleep certainly did not disturb me.the snack afternoon nice surprise breakfast quite fine coffee drinkable not case hotel breakfasts..i really pleased reasonably priced hotel appealing kept, return consider staying need downtown,  ",4
"truely wonderful place husband university inn right, definitely place stay seattle, room queen bed nice sitting area microwave mini-fridge, lobby stocks tazo teas breakfast buffet tasty, parking easy right hotel, staff friendly helpful.the location fantastic right heart university district walking distance uw campus surrounding bars restaurants, close i-5 just minutes drive heart downtown, highly recommend staying, reviewer said really does feel like little home away home.please feel free contact question hotel,  ",5
"recommend hotel stayed university inn june 3 4. directions airport great no problem finding inn, parking bit cramped did n't use car did n't matter.the staff friendly helpful, room clean comfortable quiet appreciated.we went sightseeing finished called inn sent shuttle pick great accomodation, stay visiting seattle n't ask nicer cleaner moderately priced hotel university inn, thanks staff,  ",5
"u. inn convenient traveled seattle july stayed university inn 7 nights, liked lot, nights noises door shower early morning bothered requested change room, desk staff helpful gave room 4th floor, completely solved problem love free shuttle-bus service, traveling did n't want rent car shuttle bus took basically local attractions including space needle downtown seattle zoo, driver chat guests provided good information, runs hour really great way city.the complimentary breakfast use improvement, no hot foods unless make waffle easy heat bread microwave, experiences hotel positive,  ",4
"love, planned trip seattle university inn recommended friends read good reviews booked, email correspondence handled quickly friendly manner good feeling arrived.our flights late probably not best mood arrived near 11 p.m. desk staff nice, unfortunately did not hold king-size room told previously try n't guarantee arrived room opened window looking right space needle consolation morning mt, rainier pretty great seattle view room large clean window opens, day moved equally attractive room just 2 floors king bed, internet access easy room service great used car service first-rate.note newer section wonderful, niece seattle came looking day instead coming second floor newer/updated section turned wrong way went older section said mess, got right area said wow difference guess ca n't guaranteed room newer/nicer area maybe n't book renovations fall loved hotel highly recommend,  ",5
"not expected arrived inn checked immediately, lobby basic clean, free coffee tea hot chocolate places open sitting, packed luggage cart rolled elevator sign stating maintenance doors close immediately opened, basically act fast liable lose limb, right, nearly got chopped.upon entering hotel room noticed decor n't updated 1968. towels bathroom stains pillows bed lumpy literally, suffice say packed right checked noticed view dumpsters back.if looking inexpensive place stay, able spend 50 night stay watertown street, 10 times better worth price,  ",2
"perfect read past reviews hotel booking rooms 3-night stay late february, not disappointed, hotel located enabling walk student hangouts brooklyn ave dining, parking off-street free, breakfast pretty good serviced, room clean obviously recently updated, hotel operates free shuttle downtown city center small walk space needle pike place market chinatown, shuttle does not pick international district taxi 15 hotel, altogether nice seattle stay thanks university inn,  ",5
"great value clean modern style, reception staff friendly gave complimentary upgrade traditional deluxe room check-in, hot tub perfect temperature, wireless access great parking free, not fancy comfortable friendly place stay walking distance uw,  ",5
"loved stay, stayed univ, inn 10 days april 2005 thoroughly enjoyed, free parking clean spacious room friendly staff great breakfast snack, loved location, definitely stay,  ",5
"great just returned staying, hotel great value clean comfortable, rooms not large fine old section, terminal free wireless internet access lobby, like reviewer just not pick signal laptop room, morning breakfast great afternoon snacks nice bonus, enjoyed location desk staff young friendly helpful,  ",4
"great customer service daughter year old daughter stayed seattle pacific hotel just weeks daughter husband separating, emotional time, staff hotel did possible make daughter comfortable, actually care emotional, having worked hospitality entire life rare staff attentive young woman toddler, seattle area need welcoming environment stay seattle pacific hotel,  ",4
"terrible service, arrived hotel overbooked canceled reservation, desk lady impatient rude, informed cancellation showed person lady did n't offer help hotel, probably better place looked like dump construction worse, walls floors torn no reception area left, lady did n't care situation unwilling help hotel weekend, dozen hotels availability, caused lot unecessary stress n't able mariner game early,  ",1
"better expected, like people read reviews dreading experience no choice hotel pre-paid expedia, surprise room large clean comfortable albeit dated, hallways staircase smelled not major issue used thoroughfares, staff gentleman helpful card-key did not work try extra pillows requested delivered promptly, not luxury hotel better expected price paid fee parking worth given cost parking seattle,  ",4
"n't stay, read reviews book hotel, start arrived desk check booked line wanted credit card, husband tried tell wrong room told quiet fix fix, haha given room number torn piece paper, went rooms dirty non smoking old packages end tables smelled bad, bathroom dirty tile moldey tub painted look clean.. flat king sheets bed not stay bed, air conditioner worked 10 minutes time vey hot room, horrible experience husband friends, kande coulee dam wa,  ",1
"probably wont stay email sent vagabond inn stayed vagabond inn seattle wa 325 aurora ave. september 9-11 2005. realize n't paying deluxe accommodations wonder able place vacancy near downtown wanted located money able spend said probably wont stay, time spend extra money nicer cleaner hotel, did n't leave guest card room comments wrote did enjoy stay, a-f grading scale d-fhave stayed hotel, noreason trip business personal/pleasurewould stay property, not pay it.hotel appearance exterior a-f dhotel appearance interior a-f chotel staff friendliness b minus girl dark curly hair nice helpful, hotel staff efficiency same.although clerk shift sept. 9 3 p.m. friendly checking later asked room internet service annoyed check, needed business purposes did not want sit lobby guests checking trying work, guest room cleanliness cguest room appearance b bathroom cleanliness dbathroom appearance cwhy did counter bathroom slope downward, frustrating trying ready day belongings rolling counter, counters level, comments reservations confirmed hotel wireless access, room did not, called check clerk told room far signal, unable use laptop room specifically brought check finances finances sure money trip, unable check company home check e-mail comfort room.your beds uncomfortable beds slept lack thereof life, felt like cement blocks, granted people like firm beds firm, problems slight spine curvature painful beds hurt plus tired weekend lack sleep beds, difficult fit lot schedule seattle 1 day 2 additional days fit 5 hour drive day home, 13 year old son kept asking swimming finally decided time called desk ask time pool/hot tub closed clerk said pool drained not available guest use, disappointed especially son.the towels bathroom dirty, smelled like black smudges stains black hairs stuck, suggest buying nice new towels guests, felt like sandpaper, maybe housekeeping use fabric softener, evening needed wash couple pieces clothing, web site states onsite laundry facilites mispelt web page available, laundry facilities way outside door took clerk 5 minutes unlock not fault helpful maybe locksmith install works washer washer available closet type space extremely dirty, unplug outside vending machines time using washer dryer trip breaker, clear indication hotel not meet electrical code, web site specifically clearly states free parking, pay 5.00 night addition hotel room ended not including in-room wireless internet pool hot tub, sincerely appreciate parking fees deducted stay.date stay 9/9/05-9/11/05i appreciate response email, thank,  ",1
"ahead reserve n't said, did n't actually stay mad hardly straight, called confirm phone reservations despite hesitation reviews, booked talked marilyn assured updated room newer beadspreads facing space needle w/an actual room, called 5 days prior date reservation thank god did told heavy accented man not guarantee rooms somebody staying, yea like, n't reasons make reservations, said just cancell right let felt taking big risk staying place, bad customer service person, writing charges credit card information,  ",1
"quiet city centre hotel room fairly large room large bed plasma tv, disabled room whhich did not efficicent layout desk bed kept walking chair, no view outside room quiet.bathroom good size cleanstaff friendly helpful.i stay seattle,  ",4
"enjoyable vintage park boutique hotel, emphasize aspects experience entirely ignore, no gym vending machines, hand excellent friendly service, creative tasteful use fabrics colors rooms making feel far warmer usual corporate designed big chain big hotels, hotel overall relatively small standard room quite spacious, hdtv plush robes nice touch, wine tastings evening conducted knowledgeable host good wines, tastings hotels near professional, negative aspect stay bed soft, negative not hotel fault ninth floor traffic noise firetrucks ambulances clearly discernable, attached italian restaurant tulios excellent, highly recommend, not cheap worth dime.if n't mind walking bit location good safe, centrally located 10 15 minute walk pike public market short walk seattle art museum, free downtown public buses nearby save lot walking not shape handle urban hills seattle, definitely feel comfortable returning hotel,  ",5
"great location great hotel chose hotel reason location, centrally located city reasonable walk away, not walking distance just short car cab ride away.great things hotel location location location, enjoyed afternoon wine tasting, room tastefully furnished, staff pleasant, requested upper floor room given really liked noise street bit view, bed comfortable.things great hotel lobby tiny, looking place impressive lobby n't it.the wine tasting really enjoyed looking in-depth information wines hit miss, day vineyard really enjoyed talking wines, days hotel staff member little information wines pouring, credit asked question did n't know answer frequently printing information, little bit food served wine pizza crowd wine tasting probably wo n't any.parking hotel parking expensive reviews functional small.pet peeve heck supposed clothes unpack, room stayed small mean small drawers available folded clothes, cabinet mini fridge, room n't nearly room actually n't, thought closet possible, closet smallish hotel number things hanging sale, sale items probably 30 small closet, appreciate trying earn extra buck just ridiculous, appreciate downtown hotels tight space unpack, ended living suitcase did n't appreciate.the restaurant did eat breakfast restaurant dinner, breakfast nothing special bad good, service bad day great, dinner food mediocre better places nearby, pasta arrived table suspected kept warm time, sure fork able lift entire contents just lifting fork.bottom line spite lack storage like hotel lot glad stayed, n't stay unless happened great deal rate great hotels seattle try equal price expensive,  ",4
"great hotel great location stayed seattlle 6 nights loved hotel, king premiere room appointed quite roomy, bathrooms nice little small perfect, bed quite honestly comfortable slept, got brand style matress buying home no kidding location hotel perfect seeing sights seattle, 5-10 minute walk piers/waterfront pike market aquarium monorail seattle center, anytime visiting seattle definitely stay,  ",5
"good hotel deal rack rates hotel 250-350, price little disappointed, got room package deal 100/ night, price great hotel, rooms decorated quirky stylish, room basic king room, little small not terrible, facing courtyard really just typical urban building air shaft significantly perked nice mural country scene, kept traffic noise surprised relatively loud noise courtyard morning, quality toilettries aveda offer lots things free hair dryer robes toothpaste fan little things forget not able pack, sheets bed comfortable, towels average pretty soft not luxurious, usual over-priced mini-bar, better provide bottle water neat local snack free arrival fit quirky different better kimpton hotel chain brand image, free nightly wine reception lobby local washington red white crust pizzas, nice touch, like socialize guests great opportunity, prefer hang friends fine, concierge runs wine tasting helpful ideas restaraunts things, service fine, no compliants, no amazing kudos, check smooth, valet service usually pretty prompt did forget car sat realized not getting note valet 35/day taxes not including gratuity, higher hotels convenient, little disappointed got no upgrade special treatment honeymoon maybe expect come budget package, housekeeping certaintly adequate, place spotless arrived, daily cleaning thorough, expected turndown service place nice did not, recommend implement in-room coffee makers, coffee shops virtually corner seattle free coffee service small paper thimbles lobby room coffee makers convenient, location excellent, easily walk waterfront/ pike place market area, walked space needle restaurants south-end green lake feeling like hiked far, great restaurants classy bars blocks, great shopping blocks, super easy access i-5, recommend associated restaraunt tulio breakfast, interesting italian themed egg dishes, dinner, good loads good restaurants walking distance, overall good not great hotel, deal, paying rack better options,  ",4
"decent hotel great location booked rooms priceline 4 star hotel downtown seattle husband friends nights, paid 120/night, corner room friends room elevator bigger room bathroom did, possible try not corner room rooms ending 14 corner rooms, bed comfy room clean lovely l'occitane toiletries funny animal print velour bathrobes closet, heavy drapes block light facilitates good nights sleep not good view n't rooms long, thing frustrating fact temperature does n't 64 degrees say 60 degrees like room cold, oh not really big loss.the hotel does wine hour missed night served duck pond wines second night, served pizza restaurant tulio hotel restaurant zagat rated, pretty funny hear concierge pouring wine tell wine washinton just driven past winery day oregon given couple bottles wine friends oregon wine valet checked snooty irritated chose not park hotel street save little money, valet parking 30/day plus tip no self-park, park street cost 26/day no wait no tip, desk staff bit stuffy snooty probably expected tier hotel stayed nicer hotels friendlier desk staff, concierge not available needed recommendations/directions/maps desk girls second night kind look late night movie times us.the hotel 8 blocks pike place market, trip foot space needle bit hike worth pastries walk, stores coffee shops kinds restaurants blocks, standard experience, got good value encourage stay pricier fairmont corner unless cost not concern, pretty good experience,  ",3
"hotel vintage park just got staying hotel vintage park staff excellent, celebrating 1st yr anniversary hotel upgraded room king premiere gave complimentary bottle champagne, hotel located pretty good location shopping district 1/2 mile walk pike market.the hotel small older staff makes,  ",4
"reservation problems thought contacting property directly guess eat long distance charge purpose did n't dial kimpton general number desk make annual reservation thanksgiving weekend, did n't happen, connected did n't know country victoria b.c, come, said zip code did n't exist explain zip code postal codes different stayed 5 times felt service received bordering terrible, asked best possible rate advised 159, said book cheap tickets expedia lot n't price matched, hold ages came saying pulled strings rate want, feel like not going, stay service wine hour safety property agent needs head shake, not feel special, love email management,  ",2
"not worth high price stayed saturday night double deluxe, base price room 318 taxes closer 375, price expecting really nice n't it.when checked desk person really disinterested barely spoke taken aback handed room keys word, said room elevators amenities blah blah blah, checked day different desk person said barely word, weird not kind service expect pricey hotel.the room somewhat shabby, carpet old tacky looking stains, sofa room brown velvet piece seen better days, beds fine, room advertises dvd/cd player, tried play cd n't work, called desk rings picked told maybe cords come undone tv, wanted muck cords figure tv bolted armoire ca n't really reach hand, ordered room service, phone rang times answered, food pretty plain example 15 panini bread dry bread, room comes goodie basket minibar yes guessed mini bar key took forever answer phone, disappointed n't free goodies room, mean doubletree cookie 30 hotel come pay cookie 300 hotel, closet animal print terry cloth robes washed times extremely faded pairs socks welcome additional 11 pair, gripe room bathroom small.overall place okay not looking money spent, altogether spent 450 time spend classier place,  ",3
"horrendous service staff desk terrible, bordering rude, no convenience bar key provided tried charge soda room, no vending machines hotel.the mandatory car parking service good expensive 28/day given lower floor deal construction noise street on-ramp freeway, hotel convenient freeway.whatever n't adjacent restaurant, track waitress check out- lounge having breakfast, suggest pay higher price corner crowne plaza,  ",2
"good hotel problems wo n't bother hotel largely meets standards kimpton hotels indicated reviews, things know it.there truly quiet rooms hotel, rooms overlook spring street steep grade trucks constantly grind way, rooms largest nicest cluster elevators chime doors open, n't mind noise hotel fine place, think hotel stock white noise machines hand lend guests, second bring car aware cars parked open apparently near colony large birds, car returned covered bird droppings, told happen one-third parked cars busy night.finally rest hotel measures high kimpton standards especially staff rooms lack usual good fm radio/cd/speaker systems distinguish kimpton pack, addition tv little bedside clock radio, decent quality no means special,  ",4
"great boutique hotel great boutique hotel located financial district seattle just 10 minute walk pike place market, maybe not best place stay want right middle action, vintage park great restaurant wine tastings right hotel, want stay little quieter area close excitement seattle definitely recommend vintage park, rooms awesome really comfortable beds large bathroom beautiful decor,  ",4
"wonderful hotel hotel vintage park boutique hotel kimpton hotels group known lovely eco-friendly, stayed hotels town far nicest serveral reasons, not big fan big chain hotels stay occasions, prefer personable places remember come, joined club arrived kimpton hotel treated regular, special gifts room just ordered, orgainc fruits sparkling water chocolates daughters myself.when showed hotel sick, n't sleeping keeping family night coughing, spoke desk maybe getting room floor easily accommodated despite fact hotel pretty, moved higher floor rooms hall, elevator right room heard noise coming hall elevators rooms me.i later sister paul newman stayed hotel week arrived, n't normally rub shoulders rich famous taste eco-friendly places par, n't expensive, great agree parking garage expensive protected, free overnight parking streets 6pm 7 8 parking permit plan stay longer, personally doing morning prefered spending couple extra dollars worth extra hour sleep.wonderful morning coffee teas, saw food mornings, missed wine hour did n't chance eat restaurant eating family time tourists.i certainly stay kimpton hotels town,  ",4
"kind kimpton property tells story want cookie cutter hotel not stay, lobby small intimate, love evening wine reception fireplace, kimpton properties different ly historic usually little shock value, not expect fun, room quiet comfortable windows open, staff friendly helpful, no coffee pot room coffee lobby, pet friendly bring fido fluffy, good location bring walking shoes hilly streets, purchase pass great fitness center steam room lap pool, check library street,  ",4
"not good respect frequent business traveler seattle interested trying vintage park great reviews received, normally reviews reflect experience not case, night arrived late ordered room service pounding door opened guy parked car pushed salad said house did not ordered, ran, rest stay didn__Ç_é_ better, came room evening air un-breathable hazy unbelievable cigarette smoke called desk told amazement smoking floor, yes reservation non-smoking not sure annoying woman desk not going stay room, rooms decorated manner reminiscent 1960 italian bordello complete large mirrors, reception area wine tasting occurs thing smaller hotel room simply wasn__Ç_é_ worth pushing crowd, forget sweet potato gnocchi looked tasted suspiciously like tater tots,  ",1
"excellent experience hotel vintage park offers wonderful alternative large hotel chains downtown seattle.great location excellent staff comfortable class room.excellent experience stay future,  ",5
"excellent choice great experience little boutique gem right corner w fairmount 100 bucks night, room service italian restaurant tulio good, stay heartbeat, 200/night budget business layup,  ",5
"3rd time stayed vintage park 8 years ago, kimpton hotel chain stayed san jose ca, hotel pet friendly-which appreciate travelling dog, hotels allow pets smoking rooms not case, like vintage park large city feeling country inn inviting fireplace comfy overstuffed furniture lobby, wonderful feature free wine service lobby evenings, glasses wine guests went restaurant dinner, gourmet dinner excellent.the negative input room bit tired needs freshening, 30 night charge park car did not expect, bit steep paid 179 night dinner 100,  ",4
"upgraded delighted husband stayed nights early september pre-cruise, got excellent aaa rate 150/night plus taxes hotel website upgraded check-in double/double bed corner suite concierge level fl 9, room large comfortable beds nicely decorated quiet, bathroom fine not over-large, hotel older building, hotel free wireless internet worked room, guests treated wine reception 5 pm freshly brewed coffee tea available 5:30 10 hotel lobby, free daily ny times rounded amenities nicely.the hotel kimpton property centrally located block seattle public library blocks westlake center shopping area 8 blocks uphill pike market place, ate night etta seafood restaurant near pike market place took taxi hotel steep uphill incline, reception staff friendly helpful, lobby/reception area small no business center gym onsite, price really delighted definitely stay,  ",5
"princess pea arrived hour check-in waiting 15 minutes lobby check given key room, shocked desk clerk assigned room couple ahead, thankfully not newlyweds, waiting line spoke clerk shocked thing occurred chose personally check room assigning, presumably felt not human error, not impressed point especially confronted 30/night parking fee, given corner room demonstrated make bright fairly large airy 260 night shoudl, bathroom tiny toilet did not flush adjusted valve tank, t.v, not viewed bed despite offering variety pay view movies, bed worst slept, not kimpton perfect bed boasted brochure, hard cheap king mattress no featherbed non-pillow mattress, bad nights sleep mitigated good black curtains needed augment bad sleep sleep soundproof rooms, hotel potential wonderful lived brochures,  ",2
"great hotel stayed vintage park january friends loved hotel, easy walking location, room overlooked new library king bed husband architect loved view, beds great everthing clean, staff helpful, concierge great got dinner reservations resturants nights, wine hour wonderful way sample washington states new wines, complaint lobby bit small wine hour, n't hesitate stay, felt price downtown seattle resonable, not deal good,  ",4
"definitely worth try stay june 5 8 2004had fun, nice people good service quiet location walking distance* pike place market, room small nice, second time paid little room worth extra money, went priceline choose 5 star hotel, market/uphill back- mean uphill,  ",4
"consistent quality charm property revealed trusted friend, stayed 4 times past 4 years rare problems, concern parking attendants stay somewhat curt, rooms clean lobby charming location great valet service good quick tulio outstanding hotel pick,  ",5
"noisey not nice expected, work seattle live whidbey island occasionally spend weekend city, spent fair time looking hotels listed trip advisor decided hotel looked nice web, pretty disappointed got room not nice alexis inn market sorrento stayed, room wear tear broken door amour no fan bathroom broken lock mini bar expecting luxury linens bed price paying, worst jack hammers construction just outside window friday evening construction new library, noise subsided 7:30pm got bad start weekend hotel vintage park, noise morning cement poured street, called desk moved room no rooms available, turned expensive noisey weekend,  ",2
